Organizacija,Omejitev_do,Subjekt,Velja_od,Velja_do,Limited
OBČINA IZOLA,Poslovni subjekt,"TURISTIČNE NASTANITVE IN SVETOVANJE, RADIVOJ NARDIN S.P.",2010-11-11,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,"GRAD KOPER gradbeništvo, inženiring, nepremičnine d.o.o. - v stečaju",2010-11-11,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,I & I AVTOŠOLA družba za izobraževanje in storitve d.o.o.,2010-11-11,9999-12-30,0
OBČINA JESENICE,Poslovni subjekt,"SINCERA, pravne rešitve, d.o.o.",2018-12-13,9999-12-30,0
OBČINA JESENICE,Poslovni subjekt,HUDA MRAVLJICA KARATE KLUB,2018-12-13,9999-12-30,9
OBČINA JESENICE,Poslovni subjekt,ZAVOD ZA ŠPORT JESENICE,2018-12-13,9999-12-30,519
OBČINA JESENICE,Poslovni subjekt,NESPECIALIZIRANO POSREDNIŠTVO PRI PRODAJI RAZNOVRSTNIH IZDELKOV IZTOK PERGAREC S.P.,2018-12-13,9999-12-30,0
OBČINA JESENICE,Poslovni subjekt,"ACRON, trgovsko in storitveno podjetje Blejska Dobrava, d.o.o.",2017-10-26,2018-12-12,0
OBČINA JESENICE,Poslovni subjekt,"POLJŠAK, poslovno svetovanje, d.o.o.",2014-10-29,2017-09-18,0
OBČINA JESENICE,Poslovni subjekt,"MHE MIKO UKOVA, IRENA MICCO S.P.",2014-10-29,2018-05-22,0
OBČINA JESENICE,Poslovni subjekt,"PLE - MONT MONTAŽA, VZDRŽEVANJE, STORITVE, POSREDNIŠTVO ALEŠ NAGODE S.P.",2010-10-10,9999-12-30,0
OBČINA JESENICE,Poslovni subjekt,PRS računovodski servis d.o.o.,2014-10-29,2019-12-12,0
OBČINA JESENICE,Poslovni subjekt,PRS računovodski servis d.o.o.,2010-10-10,2014-10-29,0
OBČINA JESENICE,Poslovni subjekt,PRODAJALNA TOM TOMAŽ TOM MENCINGER S.P.,2006-10-22,9999-12-30,0
OBČINA JESENICE,Poslovni subjekt,"PROAKTIVNA, NOTRANJA REVIZIJA IN SVETOVANJE, EVA MLAKAR S.P.",2022-12-15,9999-12-30,0
OBČINA JESENICE,Poslovni subjekt,"PALISADA proizvodnja, trženje in inženiring d.o.o., Jesenice",2023-01-18,9999-12-30,1
OBČINA JESENICE,Poslovni subjekt,"ENSO, nepremičninsko posredovanje in svetovanje, Almin Gorinjac s.p.",2021-06-15,9999-12-30,0
OBČINA JESENICE,Poslovni subjekt,"MOLTI, proizvodnja, trgovina, inženiring in druge storitve, d.o.o., Jesenice",2022-12-15,9999-12-30,0
OBČINA JESENICE,Poslovni subjekt,"ENERGOAVTOMATIKA, družba za avtomatizacijo, d.o.o.",2022-12-15,9999-12-30,0
OBČINA JESENICE,Poslovni subjekt,"GREEN SUN, vodenje in upravljanje d.o.o.",2022-12-15,9999-12-30,0
OBČINA JEZERSKO,Poslovni subjekt,"KRANJSKI VETERINARSKI CENTER, veterinarske storitve in trgovina, d.o.o.",2018-11-29,2023-12-08,0
OBČINA JEZERSKO,Poslovni subjekt,PRIMOŽ MURI - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI,2014-10-05,9999-12-30,0
OBČINA JEZERSKO,Poslovni subjekt,RAZNOS ČASOPISA BLAŽ MURN S.P.,2010-10-22,2014-10-14,0
OBČINA JEZERSKO,Poslovni subjekt,POLONA VIRNIK KARNIČAR - NOSILKA DOPOLNILNE DEJAVNOSTI NA KMETIJI,2010-07-07,2018-11-28,10
OBČINA JEZERSKO,Poslovni subjekt,POLONA VIRNIK KARNIČAR - NOSILKA DOPOLNILNE DEJAVNOSTI NA KMETIJI,2018-11-28,9999-12-30,0
OBČINA JEZERSKO,Poslovni subjekt,CESTNO PODJETJE KRANJ družba za vzdrževanje in gradnjo cest d.o.o.,2014-10-14,2022-12-08,0
OBČINA JEZERSKO,Poslovni subjekt,"ZELIŠČA KOČNA, zeliščarstvo, Matej Tonejec s.p.",2014-10-14,2022-12-08,0
OBČINA JEZERSKO,Poslovni subjekt,"Športne dejavnosti, Gašper Karničar s.p.",2018-11-29,9999-12-30,0
OBČINA JEZERSKO,Poslovni subjekt,"DOM SISTEMI družba za upravljanje, inženiring in poslovno svetovanje, d.o.o.",2018-11-29,9999-12-30,3
OBČINA JEZERSKO,Poslovni subjekt,"SIND TRGOVINA, tehnično svetovanje in trgovina, d.o.o.",2018-11-29,9999-12-30,2
OBČINA JEZERSKO,Poslovni subjekt,GEODETSKE STORITVE IN TEHNIČNO SVETOVANJE DEJAN KAVAŠ S.P.,2018-11-29,9999-12-30,0
OBČINA JEZERSKO,Poslovni subjekt,"GRAFIČNO OBLIKOVANJE IN FOTOGRAFIJA, PRIMOŽ ŠENK S.P.",2018-11-29,9999-12-30,0
OBČINA JEZERSKO,Poslovni subjekt,"4pi, trgovina in storitve, Peter Anton Pirc s.p.",2022-12-08,9999-12-30,0
OBČINA JEZERSKO,Poslovni subjekt,EKO-S EKOLOŠKE STORITVE PETER MURI S.P.,2010-10-22,2014-10-14,1
OBČINA JEZERSKO,Poslovni subjekt,"NASTANITVE, GOSTINSTVO, TRGOVINA, TANJA REBOLJ S.P.",2013-07-01,9999-12-30,13
OBČINA JEZERSKO,Poslovni subjekt,GOSTIŠČE OB JEZERU MILOŠIČ MILAN S.P.,2010-10-22,2015-10-14,57
OBČINA JURŠINCI,Kmetijsko gospodarstvo,,2018-12-06,9999-12-30,0
OBČINA JURŠINCI,Kmetijsko gospodarstvo,,2018-12-06,9999-12-30,0
OBČINA JURŠINCI,Poslovni subjekt,Marko Toplak - nosilec dopolnilne dejavnosti na kmetiji,2018-12-06,9999-12-30,0
OBČINA JURŠINCI,Poslovni subjekt,Društvo vinogradnikov in sadjarjev Juršinci,2018-12-06,9999-12-30,4
OBČINA JURŠINCI,Poslovni subjekt,HERGA ALOJZ - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI,2018-12-06,9999-12-30,1
OBČINA JURŠINCI,Poslovni subjekt,HERGA ALOJZ - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI,2011-07-01,2018-12-06,1
OBČINA JURŠINCI,Kmetijsko gospodarstvo,,2018-12-06,9999-12-30,0
OBČINA JURŠINCI,Kmetijsko gospodarstvo,,2014-10-22,2018-12-06,0
OBČINA JURŠINCI,Poslovni subjekt,"KAUČIČ NATAŠA s.p., GOSTINSTVO",2011-07-01,9999-12-30,0
OBČINA JURŠINCI,Poslovni subjekt,KAUČIČ RAJKO S.P. - BAR KAUČIČ,2011-07-01,9999-12-30,0
OBČINA JURŠINCI,Kmetijsko gospodarstvo,,2011-07-01,9999-12-30,0
OBČINA JURŠINCI,Poslovni subjekt,"JK ZIDAR podjetje za prodajo, gradbeništvo in posredovanje na veliko in malo d.o.o.",2011-07-01,9999-12-30,0
OBČINA JURŠINCI,Kmetijsko gospodarstvo,,2018-12-06,9999-12-30,0
OBČINA JURŠINCI,Kmetijsko gospodarstvo,,2014-10-22,9999-12-30,0
OBČINA JURŠINCI,Poslovni subjekt,Ivan Toplak - nosilec dopolnilne dejavnosti na kmetiji,2016-04-01,2018-12-06,0
OBČINA JURŠINCI,Poslovni subjekt,dragica toš majcen -sodni cenilec kmetijske stroke,2011-07-01,9999-12-30,0
OBČINA JURŠINCI,Poslovni subjekt,Ivan Toplak - nosilec dopolnilne dejavnosti na kmetiji,2018-12-06,9999-12-30,0
OBČINA JURŠINCI,Poslovni subjekt,HORVAT ROBERT S.P.- GRADBENIŠTVO IN ZAKLJUČNA DELA,2014-10-22,2018-12-06,0
OBČINA JURŠINCI,Poslovni subjekt,HORVAT ROBERT S.P.- GRADBENIŠTVO IN ZAKLJUČNA DELA,2018-12-06,9999-12-30,0
OBČINA JURŠINCI,Kmetijsko gospodarstvo,,2016-08-17,2018-12-06,0
OBČINA JURŠINCI,Poslovni subjekt,KUKOVEC FRANC S.P. - MIZARSKI SERVIS,2014-10-22,2019-12-06,0
OBČINA JURŠINCI,Poslovni subjekt,"Sodne cenitve nepremičnin, Dragica Toš Majcen s.p.",2018-12-06,9999-12-30,0
OBČINA JURŠINCI,Poslovni subjekt,KUKOVEC FRANC S.P. - MIZARSKI SERVIS,2011-07-01,2014-10-22,0
OBČINA JURŠINCI,Poslovni subjekt,ŠMIGOC FRANC S.P.-AVTOSERVIS ŠMIGOC,2011-07-01,2015-10-22,3
OBČINA JURŠINCI,Poslovni subjekt,ŠMIGOC FRANC S.P.-AVTOSERVIS ŠMIGOC,2010-11-02,2011-07-01,0
OBČINA JURŠINCI,Poslovni subjekt,"TAKSI MEGA, DAMJAN ŠIMENKO s.p.",2011-07-01,2015-10-22,0
OBČINA JURŠINCI,Poslovni subjekt,"TAKSI MEGA, DAMJAN ŠIMENKO s.p.",2010-11-02,2011-07-01,0
OBČINA JURŠINCI,Poslovni subjekt,"TRSNIČARSTVO TOPLAK, proizvodnja trsnih cepljenk, kmetijstvo in turizem, d. o. o.",2011-07-01,2015-10-22,0
OBČINA JURŠINCI,Poslovni subjekt,"Sodne cenitve nepremičnin, Dragica Toš Majcen s.p.",2014-10-22,2018-12-06,0
OBČINA JURŠINCI,Poslovni subjekt,Turistično društvo Gomila v Slovenskih goricah,2018-12-06,9999-12-30,7
OBČINA JURŠINCI,Poslovni subjekt,"TRSNIČARSTVO TOPLAK, proizvodnja trsnih cepljenk, kmetijstvo in turizem, d. o. o.",2010-11-02,2011-07-01,0
OBČINA JURŠINCI,Poslovni subjekt,TOPLAK SIMON - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI,2011-07-01,2012-12-31,0
OBČINA JURŠINCI,Poslovni subjekt,TOPLAK SIMON - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI,2010-11-02,2011-07-01,0
OBČINA KAMNIK,Poslovni subjekt,"TURISTIČNO DRUŠTVO GORA, SV MIKLAVŽ, ŠMARTNO V TUHINJSKI DOLINI",2018-12-19,9999-12-30,19
OBČINA KAMNIK,Poslovni subjekt,"BIBI PROJEKT, Informacijsko poslovne storitve, Barbara Besek s.p.",2010-11-10,2015-10-22,0
OBČINA KAMNIK,Poslovni subjekt,360ECM informatika d.o.o.,2010-11-10,2014-10-22,0
OBČINA KAMNIK,Poslovni subjekt,"CRYSTALNOVA Trgovina, gostinstvo in storitve d.o.o. - v stečaju",2014-10-22,2015-11-19,0
OBČINA KAMNIK,Poslovni subjekt,"CRYSTALNOVA Trgovina, gostinstvo in storitve d.o.o. - v stečaju",2010-11-10,2014-10-22,0
OBČINA KAMNIK,Poslovni subjekt,ITALLINE mednarodna trgovina d.o.o. - v stečaju,2014-10-22,2019-12-19,0
OBČINA KAMNIK,Poslovni subjekt,ITALLINE mednarodna trgovina d.o.o. - v stečaju,2010-11-10,2014-10-22,1
OBČINA KAMNIK,Poslovni subjekt,MANUEL trgovina in storitve d.o.o.,2018-12-19,2022-12-14,0
OBČINA KAMNIK,Poslovni subjekt,MANUEL trgovina in storitve d.o.o.,2014-10-22,2018-12-19,0
OBČINA KAMNIK,Poslovni subjekt,MANUEL trgovina in storitve d.o.o.,2010-11-10,2014-10-22,0
OBČINA KAMNIK,Poslovni subjekt,"DH INŽENIRING, Inženirske storitve in gradnja objektov, Damjan Hribar, s.p.",2014-10-22,2019-12-19,0
OBČINA KAMNIK,Poslovni subjekt,"FRANČIŠEK PODBEVŠEK - PERUTNINARSTVO, S.P.",2018-12-19,2022-12-14,0
OBČINA KAMNIK,Poslovni subjekt,"STROJNE INŠTALACIJE, MATJAŽ PODBEVŠEK S.P., MaPo group",2018-12-19,2022-12-14,0
OBČINA KAMNIK,Poslovni subjekt,ŠPORTNA ZVEZA OBČINE KAMNIK,2022-12-15,9999-12-30,1
OBČINA KAMNIK,Poslovni subjekt,"MARKLES STUDIO DESIGN podjetje za proizvodnjo in projektiranje, d.o.o., Kamnik, Vrhpolje 154",2018-12-19,2022-12-14,0
OBČINA KAMNIK,Poslovni subjekt,"NaProTehnologija zdravljenje neplodnosti, Janez Rifel, s.p.",2018-12-19,2023-12-14,0
OBČINA KAMNIK,Poslovni subjekt,"GUMIKS, trgovinsko podjetje, d.o.o.",2018-12-19,2023-12-14,4
OBČINA KAMNIK,Poslovni subjekt,HIŠA OGRAJ izdelovanje ograjnih sistemov d.o.o.,2018-12-19,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,PLAVALNI KLUB KAMNIK,2018-12-19,2019-09-20,6
OBČINA KAMNIK,Poslovni subjekt,"PŽS URŠIČ predelava žice in storitve d.o.o. Črna 5, Stahovica",2018-12-19,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,"ELEKTRINA, družba za razvoj elektronike d.o.o.",2018-12-19,2022-12-14,0
OBČINA KAMNIK,Poslovni subjekt,"ELEKTRINA, družba za razvoj elektronike d.o.o.",2014-10-22,2018-12-19,0
OBČINA KAMNIK,Poslovni subjekt,"organizacija dogodkov, Igor Žavbi s.p.",2019-03-04,2020-06-05,0
OBČINA KAMNIK,Poslovni subjekt,PROSTOVOLJNO GASILSKO DRUŠTVO ŠMARTNO V TUHINJU,2018-12-19,2022-12-14,77
OBČINA KAMNIK,Poslovni subjekt,"RAČUNOVODSTVO IN SVETOVANJE, MATEJ SLAPAR, S.P.",2014-10-22,2015-02-06,0
OBČINA KAMNIK,Poslovni subjekt,IZDELAVA IN PRODAJA COPAT JOŽICA VAVPETIČ S.P.,2020-06-16,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,NUMERIC podjetje za računalniški inženiring d.o.o.,2018-12-20,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,NUMERIC podjetje za računalniški inženiring d.o.o.,2018-12-19,2018-12-20,0
OBČINA KAMNIK,Poslovni subjekt,NUMERIC podjetje za računalniški inženiring d.o.o.,2014-10-22,2018-12-19,0
OBČINA KAMNIK,Poslovni subjekt,BEE SERVIS d.o.o.,2010-11-10,2015-10-22,0
OBČINA KAMNIK,Poslovni subjekt,ATOMIK storitve in trgovina d.o.o.,2010-11-10,2015-10-22,0
OBČINA KAMNIK,Poslovni subjekt,"PROLIGLOT PREVAJANJE IN DRUGE POSLOVNE STORITVE MAŠA MATEJA SITAR, S.P.",2014-10-22,2018-12-19,0
OBČINA KAMNIK,Poslovni subjekt,"Kozmetične in druge storitve, Maja Hribovšek, s.p.",2021-01-08,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,"VIDEO PRODUKCIJA KOROŠEC, MATEJ KOROŠEC S.P.",2018-12-19,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,"VIDEO PRODUKCIJA KOROŠEC, MATEJ KOROŠEC S.P.",2011-05-01,2018-12-19,1
OBČINA KAMNIK,Poslovni subjekt,KOROŠEC JOŽE - DOPOLNILNA DEJAVNOST NA KMETIJI,2018-12-19,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,Blaž Maligoj pisarniške storitve s.p.,2014-10-22,2018-12-19,0
OBČINA KAMNIK,Poslovni subjekt,"S&S NOVAK Proizvodnja, storitve, trgovina, d.o.o.",2014-10-22,2019-12-19,0
OBČINA KAMNIK,Poslovni subjekt,KLUB GORSKIH TEKAČEV PAPEŽ,2019-09-05,9999-12-30,18
OBČINA KAMNIK,Poslovni subjekt,"PAPEŽ POTOKAR NINA S.P., AVTOLIČARSTVO - AVTOKLEPARSTVO PAPEŽ",2014-10-22,2018-12-19,8
OBČINA KAMNIK,Poslovni subjekt,"PAPEŽ POTOKAR NINA S.P., AVTOLIČARSTVO - AVTOKLEPARSTVO PAPEŽ",2018-12-19,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,ŠPORTNA ZVEZA OBČINE KAMNIK,2019-09-05,2020-10-12,2
OBČINA KAMNIK,Poslovni subjekt,"KLUB ZA GORSKE TEKE ""GRMADA""",2019-09-05,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,"GEOCENTER GEODETSKE STORITVE, BOGDAN POGAČAR, S.P.",2014-10-22,2018-01-18,0
OBČINA KAMNIK,Poslovni subjekt,"NIRIS, razvoj informacijskih sistemov, d.o.o.",2014-10-22,2018-12-19,1
OBČINA KAMNIK,Poslovni subjekt,"NIRIS, razvoj informacijskih sistemov, d.o.o.",2018-12-19,2022-12-14,0
OBČINA KAMNIK,Poslovni subjekt,"Svetovanje, trženje in posredništvo pri prodaji, Žaklina Zdravković, s.p.",2014-10-22,2018-12-19,0
OBČINA KAMNIK,Poslovni subjekt,"Svetovanje, trženje in posredništvo pri prodaji, Žaklina Zdravković, s.p.",2018-12-19,2023-12-14,0
OBČINA KAMNIK,Poslovni subjekt,"JERNEJ MARKELJ - SAMOZAPOSLENI V KULTURI, ARHITEKT",2018-12-19,2023-12-14,0
OBČINA KAMNIK,Poslovni subjekt,"AaJM+, inovativne nepremičninske rešitve, d. o. o.",2018-12-19,2023-12-14,0
OBČINA KAMNIK,Poslovni subjekt,"3 M podjetje za svetovanje, inženiring in marketing, d.o.o.",2019-09-12,2022-12-14,0
OBČINA KAMNIK,Poslovni subjekt,LOVSKA DRUŽINA KOMENDA,2019-09-12,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,PODEŽELSKO DRUŠTVO-UTRIP POD LIPO DOMAČO MOTNIK,2019-09-12,2022-12-14,12
OBČINA KAMNIK,Poslovni subjekt,"ŠPORTNE DEJAVNOSTI, JAN URŠIČ S.P.",2022-12-15,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,"Svet Magnetov, prodaja magnetov in magnetnih izdelkov, d.o.o.",2018-12-19,2023-12-14,0
OBČINA KAMNIK,Poslovni subjekt,"PIRC UROŠ S.P., AVTOPREVOZNIŠTVO",2022-12-15,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,"Avtoprevozništvo in trgovina PIRC, d.o.o.",2022-12-15,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,M PUP Transport in Logistika d.o.o.,2022-12-15,9999-12-30,0
OBČINA KAMNIK,Kmetijsko gospodarstvo,,2022-12-15,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,"Nespecializirano posredništvo pri prodaji raznovrstnih izdelkov, LINIA, Branka Semprimožnik s.p.",2022-12-15,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,KULTURNO-UMETNIŠKO DRUŠTO PODGORA,2022-12-15,9999-12-30,1
OBČINA KAMNIK,Poslovni subjekt,DIJAŠKI DOM IVANA CANKARJA,2022-12-15,2023-06-15,0
OBČINA KAMNIK,Poslovni subjekt,"POD SKALO, gostinstvo, turizem in storitve, d.o.o.",2022-12-15,9999-12-30,1
OBČINA KAMNIK,Poslovni subjekt,"Vgrajevanje stavbnega pohištva, Aleš Kumer, s.p.",2022-12-15,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,DRUŠTVO ZA OHRANJANJE KULTURNIH VREDNOT IN TEHNIČNE DEDIŠČINE PETER NAGLIČ,2022-12-15,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,HIDEN električna energija d.o.o.,2022-12-15,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,"Spletna trgovina - otroskaomarica.si, Marjetka Tonin, s.p.",2014-11-16,2018-12-19,0
OBČINA KAMNIK,Poslovni subjekt,"VIZIJA, Agencija za komuniciranje, Vojko Tonin, s.p.",2010-11-10,2014-10-22,0
OBČINA KAMNIK,Poslovni subjekt,TIK TRANSFORMATORJI proizvodno in trgovsko podjetje d.o.o.,2010-11-10,2015-10-22,0
OBČINA KAMNIK,Poslovni subjekt,IZOBRAŽEVALNO IN ŠPORTNO-REKREACIJSKO DRUŠTVO MALIZEN,2022-12-15,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,HIŠA OGRAJ izdelovanje ograjnih sistemov d.o.o.,2022-12-15,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,ZVEZA SINDIKATOV VSEH GLASBENIKOV SLOVENIJE,2022-12-15,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,"DUŠAN ZORE - SAMOZAPOSLEN V KULTURI, OBLIKOVALEC ZVOKA, ARANŽER GLASBE IN INSTRUMENTALIST",2022-12-15,9999-12-30,7
OBČINA KAMNIK,Poslovni subjekt,"Kavarnica na Glavnem trgu, Jožef Galičič, s.p.",2022-12-15,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,"Spletna trgovina - otroskaomarica.si, Marjetka Tonin, s.p.",2022-12-15,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,"Sonce v tebi, poslovno svetovanje, Tina Vesna Novak s.p.",2023-07-12,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,"AA INNOVATIONS, varnostne tehnologije, d.o.o.",2022-12-15,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,"InfoSafe rešitve, d.o.o.",2022-12-15,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,"VIVA.FIT, razvoj in distribucija, d.o.o.",2022-12-15,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,ALEŠ LIPIČNIK S.P. - INFORMATIKA,2022-12-15,9999-12-30,0
OBČINA KAMNIK,Poslovni subjekt,ALEŠ LIPIČNIK S.P. - INFORMATIKA,2014-10-22,2019-12-19,0
OBČINA KAMNIK,Poslovni subjekt,"Connet, informacijska varnost, d.o.o.",2014-10-22,2019-12-19,0
OBČINA KAMNIK,Poslovni subjekt,SensMed d.o.o. Podjetje za inženiring in tehnično svetovanje,2014-10-22,2019-12-19,0
OBČINA KAMNIK,Poslovni subjekt,"SENSMOTION, družba za razvoj bio senzorjev, d.o.o.",2014-10-22,2018-12-19,0
OBČINA KAMNIK,Poslovni subjekt,TMG-BMC d.o.o. družba za biomedicinski inženiring,2014-10-22,2018-12-19,0
OBČINA KAMNIK,Poslovni subjekt,FRIZERSTVO TEJA MATEJA GRADIŠEK S.P.,2014-10-22,2019-12-19,0
OBČINA KAMNIK,Poslovni subjekt,"VGRAJEVANJE KONSTRUKCIJ, CVETKO EMERŠIČ S.P.",2014-10-22,2019-12-19,0
OBČINA KAMNIK,Poslovni subjekt,NEVTRIN družba za razvoj elektronike d.o.o.,2018-12-19,2022-12-14,0
OBČINA KAMNIK,Poslovni subjekt,NEVTRIN družba za razvoj elektronike d.o.o.,2014-10-22,2018-12-19,0
OBČINA KANAL OB SOČI,Poslovni subjekt,POSLOVNO SVETOVANJE MILENKA PAVLIN S.P.,2010-11-09,9999-12-30,0
OBČINA KANAL OB SOČI,Poslovni subjekt,LOVSKA DRUŽINA ANHOVO,2010-11-09,9999-12-30,19
OBČINA KANAL OB SOČI,Poslovni subjekt,ŠPORTNI TWIRLING KLUB DESKLE,2014-10-23,9999-12-30,19
OBČINA KANAL OB SOČI,Poslovni subjekt,"TRGOVINA Z MEŠANIM BLAGOM ""SANDRA"" ALEKSANDRA JEREB S.P.",2010-11-09,9999-12-30,2
OBČINA KANAL OB SOČI,Poslovni subjekt,INPRIME Razvojno - tehnološki park d.o.o. - v likvidaciji,2010-11-09,9999-12-30,0
OBČINA KANAL OB SOČI,Poslovni subjekt,MAFFI ANDREJ - VIŠJI ZDRAVSTVENI DELAVEC,2010-11-09,9999-12-30,0
OBČINA KANAL OB SOČI,Poslovni subjekt,DRUŠTVO UPOKOJENCEV DESKLE - ANHOVO,2018-12-21,9999-12-30,28
OBČINA KANAL OB SOČI,Poslovni subjekt,"CENTER ZA PRAVNE EKSPERTIZE, raziskave, svetovanje in druge poslovne dejavnosti, d.o.o.",2018-12-21,9999-12-30,0
OBČINA KANAL OB SOČI,Poslovni subjekt,Gostinske storitve Miha Čargo s.p.,2018-12-21,9999-12-30,1
OBČINA KANAL OB SOČI,Poslovni subjekt,RALLY DRUŠTVO 5 MINUT,2018-12-21,9999-12-30,2
OBČINA KANAL OB SOČI,Poslovni subjekt,FRIZERSTVO VALENTINČIČ BOJANA S.P.,2014-10-23,2018-12-21,0
OBČINA KANAL OB SOČI,Poslovni subjekt,"V & V SEČNJA, SPRAVILO IN MANIPULACIJA Z ŽAGANIM LESOM KOLMANČIČ VLADIMIR S.P.",2014-10-23,2018-12-20,3
OBČINA KANAL OB SOČI,Poslovni subjekt,MONTAŽNA IN SERVISNA MIZARSKA DELA SIMEON KODELJA S.P.,2014-10-23,9999-12-30,0
OBČINA KANAL OB SOČI,Poslovni subjekt,FRIZERSTVO VALENTINČIČ BOJANA S.P.,2018-12-21,9999-12-30,0
OBČINA KANAL OB SOČI,Poslovni subjekt,FUTURA eksport-import Kanal d.o.o.,2014-10-23,2022-12-14,0
OBČINA KANAL OB SOČI,Poslovni subjekt,KLUB KANALSKE MLADINE,2014-10-23,9999-12-30,12
OBČINA KANAL OB SOČI,Poslovni subjekt,KLUB KANALSKE MLADINE,2010-11-09,2014-10-23,20
OBČINA KANAL OB SOČI,Poslovni subjekt,"V & V SEČNJA, SPRAVILO IN MANIPULACIJA Z ŽAGANIM LESOM KOLMANČIČ VLADIMIR S.P.",2018-12-20,2018-12-21,0
OBČINA KANAL OB SOČI,Poslovni subjekt,"V & V SEČNJA, SPRAVILO IN MANIPULACIJA Z ŽAGANIM LESOM KOLMANČIČ VLADIMIR S.P.",2018-12-21,9999-12-30,2
OBČINA KANAL OB SOČI,Poslovni subjekt,"4 DESIGN, oblikovanje interierjev in vizualna komunikacija, d.o.o.",2018-12-21,9999-12-30,0
OBČINA KANAL OB SOČI,Poslovni subjekt,"Pilates in športne vadbe, Nina Močnik, s.p.",2022-12-14,9999-12-30,0
OBČINA KANAL OB SOČI,Poslovni subjekt,X storitve d.o.o.,2018-12-21,9999-12-30,0
OBČINA KANAL OB SOČI,Poslovni subjekt,"DEREK Deskle d.o.o. podjetje za proizvodnjo, storitve, prodajo, zastopništvo, izobraževanje, šport in turizem",2022-12-14,9999-12-30,0
OBČINA KANAL OB SOČI,Poslovni subjekt,IMPERA posredovanje in trgovina d.o.o.,2022-12-14,9999-12-30,0
OBČINA KANAL OB SOČI,Poslovni subjekt,7 TH ARC razvoj vizualnih tehnologij d.o.o.,2022-12-14,9999-12-30,0
OBČINA KANAL OB SOČI,Poslovni subjekt,"KAMNOSEŠTVO HUMAR, Patrik Humar s.p.",2022-12-14,9999-12-30,1
OBČINA KANAL OB SOČI,Poslovni subjekt,HOLA MUNDO TURISTIČNE STORITVE MATJAŽ BERLOT S.P.,2018-12-21,9999-12-30,3
OBČINA KANAL OB SOČI,Poslovni subjekt,FUTURA eksport-import Kanal d.o.o.,2022-12-14,9999-12-30,0
OBČINA KANAL OB SOČI,Poslovni subjekt,ŠPORTNO KULTURNO TURISTIČNO DRUŠTVO LEVPA,2018-12-21,9999-12-30,23
OBČINA KIDRIČEVO,Poslovni subjekt,OSNOVNA ŠOLA CIRKOVCE,2010-12-15,9999-12-30,979
OBČINA KIDRIČEVO,Poslovni subjekt,LAMPIČ MARICA S.P. - PELIKAN FINANČNO RAČUNOVODSKE STORITVE,2010-11-09,9999-12-30,0
OBČINA KIDRIČEVO,Poslovni subjekt,"POLIKRISTAL SILICIJ, proizvodnja, razvoj in trženje, d.o.o.",2018-12-05,9999-12-30,1
OBČINA KIDRIČEVO,Poslovni subjekt,"KOREZ BRANIMIR S.P. - ELEKTRO MERITVE, SERVIS KOBRA METRIX",2010-11-11,2010-12-08,0
OBČINA KIDRIČEVO,Poslovni subjekt,BEZJAK DANICA S.P. - RAČUNOVODSKE STORITVE,2010-11-09,9999-12-30,5
OBČINA KIDRIČEVO,Poslovni subjekt,KMETIJSTVO POLANEC d.o.o.,2010-10-01,9999-12-30,26
OBČINA KIDRIČEVO,Poslovni subjekt,"SVETOVANJE IN POSREDOVANJE, SAMO SEMENIČ s.p.",2014-10-23,2018-12-05,0
