Organizacija,Omejitev_do,Subjekt,Velja_od,Velja_do,Limited
MINISTRSTVO ZA FINANCE,Poslovni subjekt,"Pozavarovalnica Sava, d.d.",2022-06-02,9999-12-30,0
MINISTRSTVO ZA FINANCE,Poslovni subjekt,"AT8, poslovno svetovanje, d.o.o.",2022-06-02,2024-03-31,0
MINISTRSTVO ZA FINANCE,Poslovni subjekt,"HighTide, obdelava podatkov, d.o.o.",2022-06-02,2024-03-31,0
MINISTRSTVO ZA FINANCE,Poslovni subjekt,"Irena Drmaž s.p., Poslovno svetovanje",2022-02-01,2023-06-01,0
MINISTRSTVO ZA FINANCE,Poslovni subjekt,"ECM Partnerji, upravljanje alternativnih investicijskih skladov, d.d.",2022-10-10,9999-12-30,0
MINISTRSTVO ZA FINANCE,Poslovni subjekt,"BINA naložbe, poslovno svetovanje in upravljanje premoženja, d.o.o.",2022-11-25,9999-12-30,0
MINISTRSTVO ZA FINANCE,Kmetijsko gospodarstvo,,2014-09-26,2014-12-18,0
MINISTRSTVO ZA FINANCE,Poslovni subjekt,"EIPF, Ekonomski inštitut, d.o.o.",2008-11-22,2013-02-10,0
MINISTRSTVO ZA FINANCE,Poslovni subjekt,"IMOBILIA-GBK, promet z nepremičninami in hipotekarni posli, d.o.o., Kranj",2020-03-13,2022-06-01,0
MINISTRSTVO ZA FINANCE,Poslovni subjekt,"MOJCA ŠIRCELJ, izvedenska, avtorska in druga dela s področja obdavčitve, s.p.",2020-03-13,2022-06-01,0
MINISTRSTVO ZA FINANCE,Poslovni subjekt,"Racketry, tehnološke športne rešitve, d. o. o.",2022-03-10,2022-06-01,0
MINISTRSTVO ZA FINANCE,Poslovni subjekt,"PERCIPIO, razvoj in prodaja storitev, d.o.o.",2013-11-15,2019-01-25,0
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,Poslovni subjekt,"CORDA - ORODJARNA, proizvodnja, trgovina in storitve d.o.o.",2013-03-20,2014-12-11,0
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,Poslovni subjekt,"M & M INTERNATIONAL, trgovsko, storitveno in proizvodno podjetje d.o.o. Radeče",2022-06-01,9999-12-30,0
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,Poslovni subjekt,Fridra d.o.o.,2014-02-24,9999-12-30,0
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,Poslovni subjekt,"UPLU, videoprodukcija, d.o.o.",2020-03-14,2023-06-01,0
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,Poslovni subjekt,"FRIDRA, svetovanje in upravljanje holdinških družb, d.o.o.",2014-02-24,2014-09-18,0
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,Kmetijsko gospodarstvo,,2020-03-14,2022-06-01,0
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,Poslovni subjekt,taylek drugs company,2014-02-24,9999-12-30,0
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,Kmetijsko gospodarstvo,,2014-02-24,9999-12-30,0
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,Poslovni subjekt,INŠTITUT ZA PODPORO EVROPSKIM SKLADOM IN FINANČNO SVETOVANJE - IPES MARIBOR,2012-02-10,9999-12-30,0
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,Poslovni subjekt,"Pod srcem, društvo za podporo dojenja in spodbujanje naravnega življenja",2022-06-02,9999-12-30,0
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,Poslovni subjekt,"PROIZVODNJA KONČNIH TEKSTILNIH IZDELKOV, RAZEN OBLAČIL, ZIZA, MARINA POPOVIĆ FRANGEŽ s.p.",2022-06-02,9999-12-30,0
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,Poslovni subjekt,"VEVA IZOBRAŽEVANJA, izobraževanja in organizacija dogodkov, d.o.o.",2022-06-02,9999-12-30,0
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,Poslovni subjekt,"TIC - LENS laserske tehnologije, d.o.o.",2013-03-20,2014-12-11,0
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,Poslovni subjekt,EMO - ORODJARNA proizvodna družba d.o.o.,2013-03-20,2014-12-11,0
MINISTRSTVO ZA GOSPODARSKI RAZVOJ IN TEHNOLOGIJO,Poslovni subjekt,"FABRIKA PLUS, TRŽNE KOMUNIKACIJE ALEŠ CANTARUTTI S.P.",2014-12-18,9999-12-30,0
MINISTRSTVO ZA GOSPODARSTVO,Poslovni subjekt,"KLEVI, trgovina in storitve, d.o.o., Kranj",2009-01-01,9999-12-30,0
MINISTRSTVO ZA INFRASTRUKTURO,Poslovni subjekt,"ESA, Raziskovanje in projekti, Ana Vrtovec Beno s.p.",2020-03-13,2022-06-01,0
MINISTRSTVO ZA INFRASTRUKTURO,Poslovni subjekt,POSLOVNE STORITVE Franci Mihelič s.p.,2020-03-23,2022-06-01,0
MINISTRSTVO ZA INFRASTRUKTURO,Poslovni subjekt,MACON - POSREDNIŠTVO MITJA CVJETIČANIN S.P.,2022-06-02,2023-01-24,0
MINISTRSTVO ZA INFRASTRUKTURO,Poslovni subjekt,MACON - POSREDNIŠTVO MITJA CVJETIČANIN S.P.,2023-01-25,9999-12-30,0
MINISTRSTVO ZA INFRASTRUKTURO,Poslovni subjekt,"AGIT trgovina, inženiring in projektiranje d.o.o. Ljubljana",2014-09-19,2017-12-14,0
MINISTRSTVO ZA INFRASTRUKTURO,Poslovni subjekt,"ARSDERMA, dermatološki center, d.o.o.",2014-09-19,2016-12-14,0
MINISTRSTVO ZA INFRASTRUKTURO,Poslovni subjekt,"SEIA TRGOVINA IN POSREDNIŠTVO, BOJAN KUMER S.P.",2018-09-14,2021-03-13,0
MINISTRSTVO ZA INFRASTRUKTURO,Poslovni subjekt,LASTINSKI PAK proizvodnja papirne embalaže d.o.o.,2013-04-02,2014-09-19,0
MINISTRSTVO ZA INFRASTRUKTURO,Poslovni subjekt,LASTINSKI inženiring d.o.o.,2013-04-02,2015-09-19,0
MINISTRSTVO ZA INFRASTRUKTURO,Poslovni subjekt,"MIHELIČ IN PARTNERJI, davčne in poslovne storitve, d. o. o.",2020-03-23,2023-06-01,0
MINISTRSTVO ZA INFRASTRUKTURO,Poslovni subjekt,"Poslovne storitve, Nina Mauhler s.p.",2018-10-01,2020-03-13,0
MINISTRSTVO ZA INFRASTRUKTURO,Poslovni subjekt,KOVINARSTVO JERMAT MATEJ VRTOVEC S.P.,2020-03-13,2022-06-01,0
MINISTRSTVO ZA INFRASTRUKTURO,Poslovni subjekt,"EKOPUR, poslovne storitve in upravljanje investicij, d.o.o.",2015-05-08,2018-09-13,0
MINISTRSTVO ZA INFRASTRUKTURO,Poslovni subjekt,"SEIA TRGOVINA IN POSREDNIŠTVO, BOJAN KUMER S.P.",2022-06-01,2024-01-24,0
MINISTRSTVO ZA INFRASTRUKTURO,Poslovni subjekt,MACON - POSREDNIŠTVO MITJA CVJETIČANIN S.P.,2018-09-13,2020-03-13,0
"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT",Poslovni subjekt,P2C trgovina in storitve d.o.o.,2022-06-01,9999-12-30,0
"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT",Poslovni subjekt,"Reinhausen 2e, kakovost električne energije, d.o.o.",2022-06-01,9999-12-30,0
"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT",Poslovni subjekt,ELEKTROTEHNIŠKA ZVEZA SLOVENIJE,2022-06-01,9999-12-30,0
"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT",Poslovni subjekt,"STROJING podjetje za projektiranje, svetovanje,posredovanje zastopanje, servisiranje in trgovino d.o.o.",2018-09-14,9999-12-30,0
"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT",Poslovni subjekt,"Mediaplus Adria, medijsko planiranje in zakup medijev, d.o.o.",2018-09-13,9999-12-30,0
"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT",Poslovni subjekt,ROTO ECO podjetje za predelavo in trženje d.o.o.,2021-02-10,9999-12-30,0
"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT",Poslovni subjekt,"ROTO Slovenija, podjetje za predelavo in trženje d.o.o.",2021-02-10,9999-12-30,0
"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT",Poslovni subjekt,"LUDO, podjetje za predelavo in trženje d.o.o.",2021-02-10,9999-12-30,0
"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT",Poslovni subjekt,OSNOVNA ŠOLA OB RINŽI KOČEVJE,2022-06-02,9999-12-30,0
"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT",Poslovni subjekt,INŠTITUT DR. JOŽETA PUČNIKA,2012-03-19,2014-03-20,0
"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT",Poslovni subjekt,"LENAJA, izobraževanje in založništvo, d.o.o.",2012-02-10,2103-03-20,0
MINISTRSTVO ZA JAVNO UPRAVO,Poslovni subjekt,"OSM pohištvo, d.o.o.",2014-09-18,9999-12-30,0
MINISTRSTVO ZA JAVNO UPRAVO,Poslovni subjekt,"Podjetniške in poslovne storitve, Danilo Hovnik s.p.",2022-06-01,9999-12-30,0
MINISTRSTVO ZA JAVNO UPRAVO,Poslovni subjekt,"DELTA NETWORKS, poslovno svetovanje, d.o.o.",2020-04-28,9999-12-30,0
MINISTRSTVO ZA JAVNO UPRAVO,Poslovni subjekt,Inštitut za trajnostno mobilnost Maribor,2023-01-20,9999-12-30,0
MINISTRSTVO ZA JAVNO UPRAVO,Poslovni subjekt,"Založništvo Boštjan Koritnik, s.p.",2020-03-13,9999-12-30,0
MINISTRSTVO ZA JAVNO UPRAVO,Poslovni subjekt,"JusFin, pravno in finančno svetovanje, d. o. o.",2020-03-13,9999-12-30,0
MINISTRSTVO ZA JAVNO UPRAVO,Poslovni subjekt,PEBOKS računalniške rešitve BOGOMIR KLAMPFER s.p.,2017-10-27,9999-12-30,0
MINISTRSTVO ZA JAVNO UPRAVO,Poslovni subjekt,"Grafoplast, proizvodnja, storitve in trgovina, d.o.o. - v stečaju",2017-10-27,9999-12-30,0
MINISTRSTVO ZA JAVNO UPRAVO,Poslovni subjekt,"PRO SVETOVANJE, poslovne storitve, d.o.o.",2015-01-01,9999-12-30,0
MINISTRSTVO ZA JAVNO UPRAVO,Poslovni subjekt,"SMART Center, poslovno svetovanje, d.o.o.",2022-06-01,9999-12-30,0
MINISTRSTVO ZA JAVNO UPRAVO,Poslovni subjekt,"SVETOVANJA V BIOZNANOSTIH, MONIKA KOPRIVNIKAR S.P.",2014-09-18,9999-12-30,0
"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",Kmetijsko gospodarstvo,,2021-03-05,9999-12-30,0
"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",Kmetijsko gospodarstvo,,2022-06-01,9999-12-30,0
"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",Poslovni subjekt,MIZARSTVO STANONIK MARTIN STANONIK S.P.,2019-09-09,9999-12-30,0
"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",Kmetijsko gospodarstvo,,2019-09-09,9999-12-30,0
"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",Kmetijsko gospodarstvo,,2022-07-01,9999-12-30,0
"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",Poslovni subjekt,"Zavod Konzorcij vinarjev Vipavske doline, ZKVVD",2021-04-06,9999-12-30,0
"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",Kmetijsko gospodarstvo,,2021-04-06,9999-12-30,0
"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",Kmetijsko gospodarstvo,,2012-02-10,9999-12-30,0
"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",Poslovni subjekt,"T-FIT, Usposabljanje na področju športa,Tomaž Pivec s.p.",2018-09-14,9999-12-30,0
"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",Kmetijsko gospodarstvo,,2018-09-14,9999-12-30,0
"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",Kmetijsko gospodarstvo,,2012-02-10,9999-12-30,0
"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",Poslovni subjekt,"Izobraževalne storitve, Špela Podgoršek s.p.",2018-09-14,9999-12-30,0
"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",Poslovni subjekt,"ALVISTA, družba za poslovno, finančno in investicijsko svetovanje, d.o.o.",2012-04-02,9999-12-30,0
"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",Poslovni subjekt,"ALVISTA, družba za poslovno, finančno in investicijsko svetovanje, d.o.o.",2012-04-02,9999-12-30,0
MINISTRSTVO ZA KULTURO,Poslovni subjekt,GOSTILNA MLAKAR JANEZ MLAKAR S.P.,2014-09-18,9999-12-30,0
MINISTRSTVO ZA KULTURO,Poslovni subjekt,"INFORMACIJSKE STORITVE BizIS, GORAZD BIZJAK S.P.",2014-09-18,9999-12-30,0
MINISTRSTVO ZA KULTURO,Poslovni subjekt,"TRAJEKT - Zavod za prostorsko kulturo, Ljubljana",2022-08-01,9999-12-30,0
MINISTRSTVO ZA KULTURO,Poslovni subjekt,"SKIPPER Podjetje za usposabljanje in zaposlovanje invalidov, organizacijsko svetovanje in informacijski inženiring ..., d.o.o., Ljubljana",2020-03-14,9999-12-30,0
MINISTRSTVO ZA KULTURO,Poslovni subjekt,"POT podjetje za trgovino na debelo, izvoz-uvoz, marketing d.o.o., Ljubljana",2020-03-14,9999-12-30,0
MINISTRSTVO ZA KULTURO,Poslovni subjekt,EUROPOT d.o.o.,2020-03-14,9999-12-30,0
MINISTRSTVO ZA KULTURO,Poslovni subjekt,"Razvoj digitalnih storitev, Aleš Smokvina, s.p.",2019-03-14,9999-12-30,0
MINISTRSTVO ZA KULTURO,Poslovni subjekt,"ESOTECH, družba za razvoj in izvajanje ekoloških in energetskih projektov, d.d.",2018-09-14,2019-01-29,0
MINISTRSTVO ZA KULTURO,Poslovni subjekt,"Mediaplus Adria, medijsko planiranje in zakup medijev, d.o.o.",2019-01-30,2019-03-08,0
MINISTRSTVO ZA KULTURO,Poslovni subjekt,UMETNOSTNA GALERIJA MARIBOR,2022-08-01,9999-12-30,0
MINISTRSTVO ZA KULTURO,Poslovni subjekt,"Organiziranje množic, Aleksander Sašo Slaček Brlek, s.p.",2022-06-01,9999-12-30,0
MINISTRSTVO ZA NARAVNE VIRE IN PROSTOR,Poslovni subjekt,NRG razvoj distribucijskih sistemov d.o.o.,2023-05-12,9999-12-30,0
MINISTRSTVO ZA NARAVNE VIRE IN PROSTOR,Poslovni subjekt,NRG razvoj distribucijskih sistemov d.o.o.,2023-05-12,9999-12-30,0
MINISTRSTVO ZA NOTRANJE ZADEVE,Poslovni subjekt,LES - PA d.o.o. podjetje za lesno proizvodnjo in trgovino,2012-02-16,2013-03-20,0
MINISTRSTVO ZA NOTRANJE ZADEVE,Kmetijsko gospodarstvo,,2014-10-13,2018-09-13,0
MINISTRSTVO ZA NOTRANJE ZADEVE,Poslovni subjekt,"DOMING, družba za arhitekturno projektiranje in inženiring, d.o.o.",2014-09-18,2018-09-13,0
MINISTRSTVO ZA NOTRANJE ZADEVE,Poslovni subjekt,"ARHDOM, arhitektura in storitve, proizvodnja, tiskarstvo, trgovina, najemi, nepremičnine, posredništvo d.o.o.",2014-09-18,2018-09-13,0
MINISTRSTVO ZA NOTRANJE ZADEVE,Poslovni subjekt,"VODNAR, Podjetje za opravljanje intelektualnih storitev, projektive, nadzora in tehničnih uslug, d.o.o., Ljubljana",2012-04-01,2013-03-20,0
MINISTRSTVO ZA NOTRANJE ZADEVE,Poslovni subjekt,"Kadrovsko in poslovno svetovanje, Mitja Gorenak, s.p., Poslovni odtis",2012-02-10,2013-03-20,0
MINISTRSTVO ZA NOTRANJE ZADEVE,Poslovni subjekt,"LPI, Lektorsko-prevajalski inštitut, d.o.o.",2022-06-02,9999-12-30,0
MINISTRSTVO ZA NOTRANJE ZADEVE,Kmetijsko gospodarstvo,,2020-03-14,2023-06-01,0
MINISTRSTVO ZA NOTRANJE ZADEVE,Poslovni subjekt,Dajanje nepremičnin v najem in druge poslovne storitve Maša Kangler s.p.,2020-03-14,2022-06-01,0
MINISTRSTVO ZA NOTRANJE ZADEVE,Poslovni subjekt,DARJA RUPNIK POKLUKAR - SOBODAJALKA,2023-02-21,9999-12-30,0
MINISTRSTVO ZA OBRAMBO,Poslovni subjekt,"GBD Invest, investicije in upravljanje d.d.",2013-03-29,9999-12-30,0
MINISTRSTVO ZA OBRAMBO,Poslovni subjekt,"Galitija, Poslovno svetovanje, Roman Jakič, s.p.",2013-03-20,9999-12-30,0
MINISTRSTVO ZA OBRAMBO,Poslovni subjekt,"GBD SVETOVANJE, podjetje za poslovno, finančno in davčno svetovanje, d.o.o. - V STEČAJU",2013-03-29,9999-12-30,0
MINISTRSTVO ZA OBRAMBO,Poslovni subjekt,NUFIN poslovne storitve in trgovina d.o.o.,2013-03-29,9999-12-30,0
MINISTRSTVO ZA OBRAMBO,Poslovni subjekt,"MAX FIN podjetje za finance in trgovino, d.o.o.",2013-03-29,9999-12-30,0
MINISTRSTVO ZA OBRAMBO,Poslovni subjekt,"NATURAFIT, poslovno svetovanje in trgovina, d. o. o.",2013-03-29,9999-12-30,0
MINISTRSTVO ZA OBRAMBO,Poslovni subjekt,"G Skupina, finančna družba, d.d. - v stečaju",2013-03-29,2014-04-01,0
MINISTRSTVO ZA OBRAMBO,Poslovni subjekt,CREINAINVEST upravljanje z nepremičninami d.o.o.,2013-03-29,9999-12-30,0
MINISTRSTVO ZA OBRAMBO,Poslovni subjekt,"CREINA FOND, upravljanje z lastnim premoženjem, d.o.o.",2013-03-29,9999-12-30,0
MINISTRSTVO ZA OBRAMBO,Poslovni subjekt,"RADIO KRANJ, Podjetje za informiranje in ekonomsko propagando, d.o.o.",2014-04-01,9999-12-30,9
MINISTRSTVO ZA OBRAMBO,Poslovni subjekt,GBD-FIN finančna družba d.d.,2013-03-29,9999-12-30,0
MINISTRSTVO ZA OBRAMBO,Poslovni subjekt,"Spletna trgovina - otroskaomarica.si, Marjetka Tonin, s.p.",2020-12-11,9999-12-30,0
MINISTRSTVO ZA OBRAMBO,Poslovni subjekt,DRUŠTVO ZA VREDNOTE EVROPSKE SLOVENIJE,2022-06-01,9999-12-30,0
MINISTRSTVO ZA OBRAMBO,Poslovni subjekt,"PROJEKTNI CENTER, pridobivanje sredstev EU, celostne rešitve in vodenje projektov, Sabina Kmetič, s.p.",2022-06-01,9999-12-30,0
MINISTRSTVO ZA OKOLJE IN PROSTOR,Poslovni subjekt,FASHION GROUP podjetje za prodajo tekstila in obutve d.o.o.,2020-03-25,2021-11-15,0
MINISTRSTVO ZA OKOLJE IN PROSTOR,Poslovni subjekt,"RECTOR GROUP, distribucija, d.o.o.",2020-03-25,2021-11-15,0
MINISTRSTVO ZA OKOLJE IN PROSTOR,Poslovni subjekt,"UPLU, videoprodukcija, d.o.o.",2018-09-28,2021-03-13,0
MINISTRSTVO ZA OKOLJE IN PROSTOR,Kmetijsko gospodarstvo,,2018-09-28,2020-03-13,0
MINISTRSTVO ZA OKOLJE IN PROSTOR,Poslovni subjekt,"PRAVNO SVETOVANJE, dr. BRUNA ŽUBER S.P.",2022-06-02,9999-12-30,0
MINISTRSTVO ZA OKOLJE IN PROSTOR,Kmetijsko gospodarstvo,,2014-09-18,9999-12-30,0
MINISTRSTVO ZA OKOLJE IN PROSTOR,Poslovni subjekt,"GRAFIČNO OBLIKOVANJE, DESIGN KATJA GASPARI LEBEN S.P.",2018-09-13,2019-03-27,0
MINISTRSTVO ZA OKOLJE IN PROSTOR,Poslovni subjekt,"POSLOVNO SVETOVANJE, ANDREJA TAMŠE S.P.",2021-12-06,2022-06-01,0
MINISTRSTVO ZA OKOLJE IN PROSTOR,Poslovni subjekt,"KOTA ARHITEKTI, storitve in trgovina, d.o.o.",2021-12-06,2023-06-01,0
MINISTRSTVO ZA OKOLJE IN PROSTOR,Poslovni subjekt,"Gomboca, družba za gostinstvo in turizem, d.o.o.",2022-06-20,2023-01-24,0
MINISTRSTVO ZA OKOLJE IN PROSTOR,Poslovni subjekt,"PRIMA, projektiranje, d.o.o.",2018-09-14,2021-03-13,0
MINISTRSTVO ZA OKOLJE IN PROSTOR,Poslovni subjekt,FURLAN PRIJON ARIANA - AHITEKTKA,2018-09-14,2020-03-13,0
MINISTRSTVO ZA OKOLJE IN PROSTOR,Poslovni subjekt,PRIJON JERNEJ - ARHITEKT,2018-09-14,2020-03-13,0
MINISTRSTVO ZA OKOLJE IN PROSTOR,Poslovni subjekt,DRUŠTVO ZA PROSTORSKA VPRAŠANJA MAJA FAROL,2018-09-14,2020-03-13,0
MINISTRSTVO ZA OKOLJE IN PROSTOR,Poslovni subjekt,"WALL LTD Proizvodnja, storitve, trgovina d.o.o. Ljubljana",2022-06-20,2023-01-24,0
"MINISTRSTVO ZA OKOLJE, PODNEBJE IN ENERGIJO",Poslovni subjekt,"Gomboca, družba za gostinstvo in turizem, d.o.o.",2023-01-25,9999-12-30,0
"MINISTRSTVO ZA OKOLJE, PODNEBJE IN ENERGIJO",Poslovni subjekt,"Gomboca, družba za gostinstvo in turizem, d.o.o.",2023-01-25,9999-12-30,0
"MINISTRSTVO ZA OKOLJE, PODNEBJE IN ENERGIJO",Poslovni subjekt,"WALL LTD Proizvodnja, storitve, trgovina d.o.o. Ljubljana",2023-01-25,9999-12-30,0
"MINISTRSTVO ZA OKOLJE, PODNEBJE IN ENERGIJO",Poslovni subjekt,"WALL LTD Proizvodnja, storitve, trgovina d.o.o. Ljubljana",2023-01-25,9999-12-30,0
MINISTRSTVO ZA ŠOLSTVO IN ŠPORT,Poslovni subjekt,"Inštitut za avtizem, zavod za razvojno medicino, Ljubljana",2008-11-22,2012-02-10,0
"MINISTRSTVO ZA VISOKO ŠOLSTVO, ZNANOST IN INOVACIJE",Poslovni subjekt,ELEKTROTEHNIŠKA ZVEZA SLOVENIJE,2023-01-25,9999-12-30,0
"MINISTRSTVO ZA VISOKO ŠOLSTVO, ZNANOST IN INOVACIJE",Poslovni subjekt,"Reinhausen 2e, kakovost električne energije, d.o.o.",2023-01-25,9999-12-30,0
"MINISTRSTVO ZA VISOKO ŠOLSTVO, ZNANOST IN INOVACIJE",Poslovni subjekt,"Reinhausen 2e, kakovost električne energije, d.o.o.",2023-01-25,9999-12-30,0
"MINISTRSTVO ZA VISOKO ŠOLSTVO, ZNANOST IN INOVACIJE",Poslovni subjekt,P2C trgovina in storitve d.o.o.,2023-01-25,9999-12-30,0
"MINISTRSTVO ZA VISOKO ŠOLSTVO, ZNANOST IN INOVACIJE",Poslovni subjekt,P2C trgovina in storitve d.o.o.,2023-01-25,9999-12-30,0
"MINISTRSTVO ZA VISOKO ŠOLSTVO, ZNANOST IN INOVACIJE",Poslovni subjekt,ELEKTROTEHNIŠKA ZVEZA SLOVENIJE,2023-01-25,9999-12-30,0
MINISTRSTVO ZA VZGOJO IN IZOBRAŽEVANJE,Poslovni subjekt,OSNOVNA ŠOLA OB RINŽI KOČEVJE,2023-01-24,9999-12-30,0
MINISTRSTVO ZA ZDRAVJE,Poslovni subjekt,ZDRAVSTVENI ZAVOD MEDICINSKI CENTER ŠALARA,2022-06-01,9999-12-30,0
MINISTRSTVO ZA ZDRAVJE,Poslovni subjekt,"TETRAS, svetovanje, d.o.o.",2010-04-07,2010-12-16,0
MINISTRSTVO ZA ZDRAVJE,Poslovni subjekt,"REXLUCRIS, poslovne rešitve, d.o.o.",2022-06-01,9999-12-30,0
MINISTRSTVO ZA ZDRAVJE,Poslovni subjekt,ZDRAVJE SVETOVANJE NA PODROČJU KARDIOLOGIJE MITJA LAINŠČAK S.P.,2020-06-29,2020-10-08,0
MINISTRSTVO ZA ZDRAVJE,Poslovni subjekt,"MEDICINSKI CENTER HELIKS, diagnostika, zdravljenje, preventiva, d.o.o.",2020-12-25,2023-05-31,0
MINISTRSTVO ZA ZDRAVJE,Poslovni subjekt,"PREPRI, trgovina in oglaševanje, d.o.o.",2020-12-01,2021-02-23,0
MINISTRSTVO ZA ZDRAVJE,Poslovni subjekt,ZDRAVSTVENI ZAVOD REVITA,2014-09-19,2017-04-30,0
MINISTRSTVO ZA ZDRAVJE,Poslovni subjekt,"ALIANA, poslovno svetovanje Aleš Klavžar s.p.",2017-04-03,2018-09-13,0
MINISTRSTVO ZA ZDRAVJE,Poslovni subjekt,"RISI d.o.o., podjetje za raziskovanje, intelektualne storitve in inženiring",2010-11-01,2013-02-10,0
MINISTRSTVO ZA ZDRAVJE,Poslovni subjekt,"RISI d.o.o., podjetje za raziskovanje, intelektualne storitve in inženiring",2008-12-19,2010-11-01,0
MINISTRSTVO ZA ZDRAVJE,Poslovni subjekt,"TETRAS, svetovanje, d.o.o.",2010-12-16,2013-02-10,0
MINISTRSTVO ZA ZUNANJE IN EVROPSKE ZADEVE,Poslovni subjekt,sweet rumor bv,2022-06-06,9999-12-30,0
MINISTRSTVO ZA ZUNANJE IN EVROPSKE ZADEVE,Poslovni subjekt,3 DIM podjetje za izdelavo opreme specialnih vozil d.o.o.,2012-02-10,2013-09-02,0
MINISTRSTVO ZA ZUNANJE IN EVROPSKE ZADEVE,Poslovni subjekt,"KIBUBA družba za trgovino in založništvo, d.o.o.",2012-02-10,2013-09-02,0
MINISTRSTVO ZA ZUNANJE IN EVROPSKE ZADEVE,Poslovni subjekt,"stage factor, inc.",2016-06-20,2017-05-31,0
MINISTRSTVO ZA ZUNANJE IN EVROPSKE ZADEVE,Poslovni subjekt,"Inštitut 1. maj, zavod za izobraževanje, raziskovanje in mednarodno povezovanje",2022-11-15,9999-12-30,0
MINISTRSTVO ZA ZUNANJE IN EVROPSKE ZADEVE,Poslovni subjekt,INŠTITUT ZA DEMOKRACIJO,2012-02-10,2014-09-18,0
MINISTRSTVO ZA ZUNANJE IN EVROPSKE ZADEVE,Poslovni subjekt,"Produkcija medijev in svetovanje, Veit Ulrich Braun s.p.",2022-06-01,9999-12-30,0
MINISTRSTVO ZA ZUNANJE IN EVROPSKE ZADEVE,Poslovni subjekt,ODVETNIŠKA PISARNA CERAR - HAFNER d.o.o.,2018-09-13,2020-03-13,0
MINISTRSTVO ZA ZUNANJE IN EVROPSKE ZADEVE,Poslovni subjekt,KOPRIMA zavarovalno zastopanje d.o.o.,2012-02-10,2013-09-02,0
OBČINA AJDOVŠČINA,Poslovni subjekt,MLADINSKI SVET SLOVENIJE,2010-11-04,9999-12-30,0
OBČINA AJDOVŠČINA,Poslovni subjekt,ZIDARSTVO NIKOLAJ KRAŠNA S.P.,2010-11-04,2014-11-03,0
OBČINA AJDOVŠČINA,Poslovni subjekt,ZIDARSTVO NIKOLAJ KRAŠNA S.P.,2014-11-03,2018-12-07,0
OBČINA AJDOVŠČINA,Poslovni subjekt,ZIDARSTVO NIKOLAJ KRAŠNA S.P.,2018-12-07,2022-12-08,0
