Organizacija,Omejitev_do,Subjekt,Velja_od,Velja_do,Limited
Državni svet Republike Slovenije,Poslovni subjekt,"MMS, trgovska družba, d.o.o.",2012-02-14,Do preklica,0
Državni svet Republike Slovenije,Kmetijsko gospodarstvo,,2020-11-11,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,"PB svetovanje, izobraževanje Peter Požun s.p.",2017-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,"PB svetovanje, izobraževanje Peter Požun s.p.",2017-01-01,2017-12-12,0
Državni svet Republike Slovenije,Kmetijsko gospodarstvo,,2017-04-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,KGZS,2016-06-29,2020-11-01,0
Državni svet Republike Slovenije,Poslovni subjekt,AKM d.o.o. - v stečaju,2012-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,ALOJZ KOVŠCA S.P.,2008-10-16,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,TRINIT d.o.o.,1996-11-22,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,Stanka Kajfež Kovšca s.p.,2018-01-01,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,SEMY d.o.o.,1990-10-11,Do preklica,0
Državni svet Republike Slovenije,Kmetijsko gospodarstvo,,2005-10-20,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,B.P.C. d.o.o.,2007-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,Eva Popovič s.p.,2017-12-13,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,DANITA d.o.o.,2007-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,Laura Ban s.p.,2017-12-13,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,"FOOD PARTY, d.o.o. - v stečaju",2007-12-12,2017-12-13,0
Državni svet Republike Slovenije,Poslovni subjekt,BRAZOS d.o.o.,2012-12-12,Do preklica,0
Državni svet Republike Slovenije,Kmetijsko gospodarstvo,,2012-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,"CIFRA, d.o.o., Ljubljana",2012-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,CENTER ZA SOCIALNI RAZVOJ,2012-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,"EIPF, d.o.o.",2012-01-01,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,"BFK, mag. Blaž Kavčič, s.p.",2012-01-31,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,KAVČIČ MARIJA S.P.,2012-01-31,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,MARTINA KAVČIČ S.P.,2012-01-31,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,RADON d.o.o.,2008-01-01,2017-12-12,0
Državni svet Republike Slovenije,Poslovni subjekt,RADON d.o.o.,2017-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,BOJANA POTOČAN - ODVETNICA,2012-12-12,2017-12-12,0
Državni svet Republike Slovenije,Poslovni subjekt,BOJANA POTOČAN - ODVETNICA,2017-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,IGIKON d.o.o.,2012-12-12,2017-12-12,0
Državni svet Republike Slovenije,Poslovni subjekt,IGIKON d.o.o.,2017-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,ŠAHOVSKA ZVEZA SLOVENIJE,2019-03-30,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,NANOTEHNA PLUS d.o.o.,2011-08-19,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,BOŽO FRAS S.P.,2007-10-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,"PREMOGOVNIK VELENJE, d.o.o.",2012-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,MB ZAVOD,2012-12-13,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,"ZDRUŽENJE DELODAJALCEV, OBRTI IN PODJETNIKOV SLOVENIJE - GIZ",2006-04-15,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,ZDOPS - GIZ,2012-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,LIOR INVEST d.o.o.,2018-01-26,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,Hotel Galerija Ars d.o.o.,2021-01-01,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,INPORES d.o.o.,2012-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,"IZID, d.o.o. Jesenice - v stečaju",2012-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,"LUMIL, d.o.o.",2012-12-12,Do preklica,0
Državni svet Republike Slovenije,Kmetijsko gospodarstvo,,1999-07-07,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,"Bojan Kekec, s.p.",2011-07-01,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,JANOŠ KERN S.P.,2002-12-04,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,SVIZ SLOVENIJE,2018-11-20,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,RE-MI d.o.o. Idrija,1990-11-20,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,SIMBIO d.o.o.,2017-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,SIMBIO d.o.o.,2005-06-14,2017-12-12,0
Državni svet Republike Slovenije,Poslovni subjekt,"Kapitalska zadruga, z.b.o.",2006-04-07,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,USTANOVA IMAGO SLOVENIAE - PODOBA SLOVENIJE,2006-06-08,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,Staroljubljanski zavod,2006-06-09,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,ARTAES d.o.o.,2003-10-14,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,ZDS,2017-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,ZVEZA BORCEV ZA VREDNOTE NARODNOOSVOBODILNEGA BOJA VELENJE,2012-06-01,2017-12-06,0
Državni svet Republike Slovenije,Poslovni subjekt,ZVEZA BORCEV ZA VREDNOTE NARODNOOSVOBODILNEGA BOJA VELENJE,2017-12-06,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,Sandra Pohole s.p.,2012-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,"Zadružna zveza Slovenije, z.o.o.",1996-07-03,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,"KZ Celje, z.o.o.",2008-07-01,Do preklica,0
Državni svet Republike Slovenije,Kmetijsko gospodarstvo,,1996-12-13,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,Mr. Fit d.o.o.,2017-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,Mr. Fit d.o.o.,2017-12-04,2017-12-12,0
Državni svet Republike Slovenije,Poslovni subjekt,ŠPORTNO DRUŠTVO NARODNI DOM LJUBLJANA,2017-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,ŠPORTNO DRUŠTVO NARODNI DOM LJUBLJANA,2017-12-04,2017-12-12,0
Državni svet Republike Slovenije,Poslovni subjekt,ŠPORTNA UNIJA SLOVENIJE - ZVEZA DRUŠTEV ZA ŠPORTNO REKREACIJO IN ŠPORTNO VZGOJO,2017-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,ŠPORTNA UNIJA SLOVENIJE - ZVEZA DRUŠTEV ZA ŠPORTNO REKREACIJO IN ŠPORTNO VZGOJO,2017-12-04,2017-12-12,0
Državni svet Republike Slovenije,Poslovni subjekt,GZS,2018-01-01,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,ZVEZA PARAPLEGIKOV SLOVENIJE,2020-08-20,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,SIMPRO d.o.o.,2012-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,"JVS, d.o.o.",2012-10-23,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,MARILATO d.o.o. - V STEČAJU,2012-01-31,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,SODARSTVO IN TRGOVINA MAUČEC d.o.o. - V STEČAJU,2012-01-31,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,TESARSTVO MAUČEC d.o.o.,2012-01-31,Do preklica,0
Državni svet Republike Slovenije,Kmetijsko gospodarstvo,,2012-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,MARJAN MAUČEC S.P.,2012-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,MARJAN MAUČEC S.P.,2012-01-31,2012-12-12,0
Državni svet Republike Slovenije,Poslovni subjekt,LAGEV d.o.o. - V STEČAJU,2012-01-31,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,GRM NOVO MESTO,2018-09-01,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,"DOM DVA TOPOLA, d.o.o.",2017-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,"DOM DVA TOPOLA, d.o.o.",1991-08-22,2017-12-12,0
Državni svet Republike Slovenije,Poslovni subjekt,Birografika BORI d.o.o.,2017-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,Birografika BORI d.o.o.,1991-06-17,2017-12-12,0
Državni svet Republike Slovenije,Poslovni subjekt,IGOR VELOV S.P.,2017-08-01,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,NADA VELOV S.P.,2018-08-01,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,KASTELO d.o.o.,2017-12-12,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,KASTELO d.o.o.,2015-07-15,2017-12-12,0
Državni svet Republike Slovenije,Kmetijsko gospodarstvo,,2021-01-08,Do preklica,0
Državni svet Republike Slovenije,Kmetijsko gospodarstvo,,2017-12-12,2021-01-08,0
Državni svet Republike Slovenije,Kmetijsko gospodarstvo,,2012-12-12,2017-12-12,0
Državni svet Republike Slovenije,Poslovni subjekt,SIRINGA d.o.o.,2008-04-01,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,Alehandro FIN d.o.o. - v stečaju,2010-01-06,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,GLEN d.o.o.,2004-12-20,Do preklica,0
Državni svet Republike Slovenije,Poslovni subjekt,LES-MMS d.o.o.,1989-06-30,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,"Tadej Hršak s.p., smArt WOOD",2021-01-12,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,FBB Koprivnica d.o.o.,2008-10-15,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,GOLF KLUB KRANJSKA GORA,2018-06-22,2020-12-15,0
Državni zbor Republike Slovenije,Poslovni subjekt,GOLF KLUB KRANJSKA GORA,2020-12-15,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,"PONTIS, d.o.o.",2018-06-22,2020-12-15,0
Državni zbor Republike Slovenije,Poslovni subjekt,"PONTIS, d.o.o.",2020-12-15,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,Foto atelje Pavšič Zavadlav d.o.o.,2020-03-19,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,BIRO PLUS d.o.o.,2020-03-19,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,BOROVNIK d.o.o.,2008-10-15,2011-12-21,0
Državni zbor Republike Slovenije,Poslovni subjekt,"PLAMEN, Petra Ložar s.p.",2019-07-09,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,NATAŠA VREČAR ZORČIČ ODVETNICA,2019-05-29,2020-03-05,0
Državni zbor Republike Slovenije,Poslovni subjekt,NATAŠA VREČAR ZORČIČ ODVETNICA,2020-03-05,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,Zavod OKICA - v likvidaciji,2008-12-16,2011-07-11,0
Državni zbor Republike Slovenije,Poslovni subjekt,KULTURNO UMETNIŠKO DRUŠTVO FRANCE PREŠEREN TRNOVO,2008-12-16,2011-07-11,1
Državni zbor Republike Slovenije,Poslovni subjekt,NORD d.o.o. Ljubljana,2020-03-19,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,"DDV ASISTENCA, ALEKSANDRA HEINZER S.P.",2020-03-19,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,PAKTA d.o.o.,2020-03-19,Do preklica,0
Državni zbor Republike Slovenije,Kmetijsko gospodarstvo,,2012-02-14,2014-07-04,0
Državni zbor Republike Slovenije,Kmetijsko gospodarstvo,,2014-07-04,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,NOV DAN d.o.o.,2018-06-22,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,PISA d.o.o.,2018-06-22,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,"CUPOLA, d.o.o., Ljubljana",2018-06-22,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,CUPOLA AEC d.o.o.,2018-06-22,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,TUJA d.o.o.,2018-06-22,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,SION d.o.o.,2014-08-01,2019-06-22,0
Državni zbor Republike Slovenije,Poslovni subjekt,Severna zvezda d.o.o.,2014-08-01,2018-06-22,0
Državni zbor Republike Slovenije,Poslovni subjekt,Kolo dvor d.o.o.,2014-08-01,2018-06-22,0
Državni zbor Republike Slovenije,Poslovni subjekt,ALPEAKTIV d.o.o.,2014-08-01,2019-06-22,0
Državni zbor Republike Slovenije,Poslovni subjekt,FAMA TREND d.o.o.,2014-08-01,2019-06-22,0
Državni zbor Republike Slovenije,Poslovni subjekt,EUROSPORT TRADE d.o.o. Ljubljana,2014-08-01,2018-06-22,0
Državni zbor Republike Slovenije,Poslovni subjekt,EVROPA 92 Murska Sobota d.o.o.,2008-10-15,2012-12-21,0
Državni zbor Republike Slovenije,Poslovni subjekt,PREVAJALNI BIRO d.o.o.,2008-10-15,2012-12-21,0
Državni zbor Republike Slovenije,Poslovni subjekt,"ISOS, d.o.o.",2014-08-01,2018-06-22,0
Državni zbor Republike Slovenije,Poslovni subjekt,Inštitut IMS Maribor,2014-08-01,2019-06-22,0
Državni zbor Republike Slovenije,Poslovni subjekt,Marko Korenjak s.p.,2014-08-01,2018-06-22,0
Državni zbor Republike Slovenije,Poslovni subjekt,SIOS,2014-08-01,2018-06-22,0
Državni zbor Republike Slovenije,Poslovni subjekt,MARTINA DRAGOŠ GRIMS S.P.,2018-06-22,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,NEFIRA d.o.o.,2012-12-21,2017-10-10,0
Državni zbor Republike Slovenije,Poslovni subjekt,"Shape, interaktivne digitalne izkušnje, d.o.o.",2020-09-23,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,MODRI VAL d.o.o.,2008-10-15,2011-12-21,0
Državni zbor Republike Slovenije,Poslovni subjekt,SIRUS d.o.o.,2014-08-01,2018-06-22,0
Državni zbor Republike Slovenije,Poslovni subjekt,"KAMNOSEŠTVO ŠERGAN, d.o.o.",2014-08-01,2018-06-22,0
Državni zbor Republike Slovenije,Poslovni subjekt,Ultra Division s.r.l,2011-06-22,2011-12-13,0
Državni zbor Republike Slovenije,Poslovni subjekt,Ultra Division s.r.l,2011-12-13,2012-12-21,0
Državni zbor Republike Slovenije,Poslovni subjekt,Margento B.V,2011-06-22,2012-12-21,0
Državni zbor Republike Slovenije,Poslovni subjekt,Ultra Sum B.V.;,2011-06-22,2011-12-13,0
Državni zbor Republike Slovenije,Poslovni subjekt,Margento B.V,2011-12-13,2012-12-21,0
Državni zbor Republike Slovenije,Poslovni subjekt,"ULTRA, d.o.o., Zagorje ob Savi - v stečaju",2011-06-22,2011-12-13,0
Državni zbor Republike Slovenije,Poslovni subjekt,BANDELLI GM d.o.o.,2018-06-22,2018-12-19,0
Državni zbor Republike Slovenije,Poslovni subjekt,HMEZAD TRGOVINA ŽALEC d.o.o.,2018-06-22,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,TOKAM d.o.o.,2008-10-15,2012-12-21,0
Državni zbor Republike Slovenije,Poslovni subjekt,"FUNDACIJA LOJZETA PETERLETA, USTANOVA",2020-03-19,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,"SMRJE, d.o.o.",2020-03-19,Do preklica,0
Državni zbor Republike Slovenije,Kmetijsko gospodarstvo,,2021-01-29,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,LAS MDD z.b.o.,2008-10-15,2011-12-21,0
Državni zbor Republike Slovenije,Poslovni subjekt,PRELOG IDA S.P. - MEDICO-KOZMETIKA OBRAZA IN TELESA,2014-08-01,2018-06-22,0
Državni zbor Republike Slovenije,Poslovni subjekt,VITAAQUA d.o.o.,2014-08-01,2018-06-22,0
Državni zbor Republike Slovenije,Poslovni subjekt,"VPT, d.o.o.",2008-10-15,2012-12-21,0
Državni zbor Republike Slovenije,Poslovni subjekt,"ESOTECH, d.d.",2015-05-18,2018-06-22,0
Državni zbor Republike Slovenije,Poslovni subjekt,Zavod za specializirana pravna znanja,2011-12-21,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,"PER ARDUA, d.o.o.",2011-12-21,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,KONEAL d.o.o.,2014-08-01,2018-06-22,0
Državni zbor Republike Slovenije,Poslovni subjekt,"PRAVNA PISARNA PEČAR o.p., d.o.o., Ljubljana",2011-12-21,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,DOLINŠEK MARJAN S.P.,2014-08-01,2014-08-31,0
Državni zbor Republike Slovenije,Poslovni subjekt,AGRARNA SKUPNOST DOLENJA VAS,2011-12-21,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,ODVETNIK RIHARD BRANISELJ,2011-12-21,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,"DOMEX, d.o.o.",2011-12-21,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,USTANOVA ''VELENJSKA KNJIŽNA FUNDACIJA'',2011-12-21,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,"EIPF, d.o.o.",2014-09-30,2016-04-09,1
Državni zbor Republike Slovenije,Poslovni subjekt,J & M RIBIČ d.o.o.,2008-10-15,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,SEDMICA VRANSKO d.o.o.,2018-09-05,2019-09-24,0
Državni zbor Republike Slovenije,Poslovni subjekt,SEDMICA VRANSKO d.o.o.,2019-09-24,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,ALEKSANDER REBERŠEK s.p.,2018-06-22,2018-08-31,0
Državni zbor Republike Slovenije,Poslovni subjekt,IMEDI d.o.o.,2013-03-27,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,"Mitja Gorenak, s.p., Poslovni odtis",2008-10-15,2018-06-22,0
Državni zbor Republike Slovenije,Poslovni subjekt,KOVI PLUS d.o.o.,2013-03-27,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,DOMETRA d.o.o.,2013-03-27,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,Mojca Lenart s.p.,2018-06-22,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,"NDP TOZD, so.p.",2018-06-22,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,ENERGIJA 2050 d.o.o.,2018-06-22,Do preklica,0
Državni zbor Republike Slovenije,Poslovni subjekt,"Andrej Rajh, s.p.",2018-06-22,Do preklica,0
